si_pdist,dist_pdist,convolve,prune,cutoff,use_known,i.si_pdist,i.dist_pdist,i.convolve,i.prune,i.cutoff,i.use_known,prop_matching,same_dist,same_si,same_cutoff,same_convol,group_val
gamma,gamma,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.8927727916863486,FALSE,TRUE,TRUE,TRUE,Same SI
gamma,gamma,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.8115257439773264,FALSE,TRUE,FALSE,TRUE,Same SI
gamma,lnorm,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.6603684459140293,FALSE,FALSE,TRUE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.6301369863013698,FALSE,FALSE,FALSE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.7964100141709967,FALSE,FALSE,TRUE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.7255550307038262,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.8483703353802551,FALSE,TRUE,TRUE,TRUE,Same SI
lnorm,gamma,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.7439773264052905,FALSE,TRUE,FALSE,TRUE,Same SI
lnorm,lnorm,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.6140765233821446,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.5904581955597543,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.7406707605101559,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.6693434104865376,FALSE,FALSE,FALSE,TRUE,Both different
weibull,gamma,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,1,TRUE,TRUE,TRUE,TRUE,Both same
weibull,gamma,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.8209730751062825,TRUE,TRUE,FALSE,TRUE,Both same
weibull,lnorm,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.6660368445914029,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.6339159187529523,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.8001889466225791,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.95,TRUE,0.7269721303731695,TRUE,FALSE,FALSE,TRUE,Same DK
gamma,gamma,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.8049126121870571,FALSE,TRUE,FALSE,TRUE,Same SI
gamma,gamma,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.8875767595654228,FALSE,TRUE,TRUE,TRUE,Same SI
gamma,lnorm,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7057156353330184,FALSE,FALSE,FALSE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.6910722720831365,FALSE,FALSE,TRUE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7760982522437412,FALSE,FALSE,FALSE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7926310817194142,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7453944260746339,FALSE,TRUE,FALSE,TRUE,Same SI
lnorm,gamma,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.8105810108644308,FALSE,TRUE,TRUE,TRUE,Same SI
lnorm,lnorm,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.6504487482286254,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.6358053849787435,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7255550307038262,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.728389230042513,FALSE,FALSE,TRUE,TRUE,Both different
weibull,gamma,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.8209730751062825,TRUE,TRUE,FALSE,TRUE,Both same
weibull,gamma,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,1,TRUE,TRUE,TRUE,TRUE,Both same
weibull,lnorm,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7057156353330184,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.6934341048653755,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.95,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.7855455833726972,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.975,TRUE,weibull,gamma,mixed,TRUE,0.975,TRUE,0.8086915446386396,TRUE,FALSE,TRUE,TRUE,Same DK
gamma,gamma,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.6636750118091639,FALSE,FALSE,TRUE,TRUE,Both different
gamma,gamma,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.6924893717524799,FALSE,FALSE,FALSE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.8601794992914502,FALSE,TRUE,TRUE,TRUE,Same SI
gamma,lnorm,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.8119981105337742,FALSE,TRUE,FALSE,TRUE,Same SI
gamma,weibull,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.7477562588568729,FALSE,FALSE,TRUE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.7709022201228153,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.6112423240434577,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.6438356164383562,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.8020784128483703,FALSE,TRUE,TRUE,TRUE,Same SI
lnorm,lnorm,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.7529522909777988,FALSE,TRUE,FALSE,TRUE,Same SI
lnorm,weibull,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.6967406707605102,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.7161076995748701,FALSE,FALSE,FALSE,TRUE,Both different
weibull,gamma,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.6660368445914029,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,gamma,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.7057156353330184,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,1,TRUE,TRUE,TRUE,TRUE,Both same
weibull,lnorm,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.8162494095418045,TRUE,TRUE,FALSE,TRUE,Both same
weibull,weibull,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.7472838923004251,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.95,TRUE,0.771846953235711,TRUE,FALSE,FALSE,TRUE,Same DK
gamma,gamma,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6306093528578177,FALSE,FALSE,FALSE,TRUE,Both different
gamma,gamma,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6806802078412848,FALSE,FALSE,TRUE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.8025507794048181,FALSE,TRUE,FALSE,TRUE,Same SI
gamma,lnorm,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.8412848370335381,FALSE,TRUE,TRUE,TRUE,Same SI
gamma,weibull,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.7118564005668399,FALSE,FALSE,FALSE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.7576759565422768,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.584317430325933,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6306093528578177,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.7359470949456779,FALSE,TRUE,FALSE,TRUE,Same SI
lnorm,lnorm,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.7827113840340104,FALSE,TRUE,TRUE,TRUE,Same SI
lnorm,weibull,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6542276806802079,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6972130373169579,FALSE,FALSE,TRUE,TRUE,Both different
weibull,gamma,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6339159187529523,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,gamma,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.6934341048653755,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.8162494095418045,TRUE,TRUE,FALSE,TRUE,Both same
weibull,lnorm,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,1,TRUE,TRUE,TRUE,TRUE,Both same
weibull,weibull,mixed,TRUE,0.95,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.7109116674539443,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.975,TRUE,weibull,lnorm,mixed,TRUE,0.975,TRUE,0.7605101558809636,TRUE,FALSE,TRUE,TRUE,Same DK
gamma,gamma,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7775153519130845,FALSE,FALSE,TRUE,TRUE,Both different
gamma,gamma,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7709022201228153,FALSE,FALSE,FALSE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7444496929617384,FALSE,FALSE,TRUE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7071327350023618,FALSE,FALSE,FALSE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.8852149267831837,FALSE,TRUE,TRUE,TRUE,Same SI
gamma,weibull,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.8058573452999528,FALSE,TRUE,FALSE,TRUE,Same SI
lnorm,gamma,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7350023618327822,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7033538025507794,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.6939064714218234,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.6660368445914029,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.8294756731223429,FALSE,TRUE,TRUE,TRUE,Same SI
lnorm,weibull,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7477562588568729,FALSE,TRUE,FALSE,TRUE,Same SI
weibull,gamma,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.8001889466225791,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,gamma,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7855455833726972,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7472838923004251,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.7109116674539443,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,1,TRUE,TRUE,TRUE,TRUE,Both same
weibull,weibull,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.95,TRUE,0.8223901747756259,TRUE,TRUE,FALSE,TRUE,Both same
gamma,gamma,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7132735002361833,FALSE,FALSE,FALSE,TRUE,Both different
gamma,gamma,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.781294284364667,FALSE,FALSE,TRUE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.761927255550307,FALSE,FALSE,FALSE,TRUE,Both different
gamma,lnorm,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7472838923004251,FALSE,FALSE,TRUE,TRUE,Both different
gamma,weibull,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.8030231459612659,FALSE,TRUE,FALSE,TRUE,Same SI
gamma,weibull,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.8710439300897497,FALSE,TRUE,TRUE,TRUE,Same SI
lnorm,gamma,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.670760510155881,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,gamma,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7151629664619745,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7151629664619745,FALSE,FALSE,FALSE,TRUE,Both different
lnorm,lnorm,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7085498346717053,FALSE,FALSE,TRUE,TRUE,Both different
lnorm,weibull,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.757203589985829,FALSE,TRUE,FALSE,TRUE,Same SI
lnorm,weibull,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.8105810108644308,FALSE,TRUE,TRUE,TRUE,Same SI
weibull,gamma,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7269721303731695,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,gamma,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.8086915446386396,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.771846953235711,TRUE,FALSE,FALSE,TRUE,Same DK
weibull,lnorm,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.7605101558809636,TRUE,FALSE,TRUE,TRUE,Same DK
weibull,weibull,mixed,TRUE,0.95,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,0.8223901747756259,TRUE,TRUE,FALSE,TRUE,Both same
weibull,weibull,mixed,TRUE,0.975,TRUE,weibull,weibull,mixed,TRUE,0.975,TRUE,1,TRUE,TRUE,TRUE,TRUE,Both same
