Biter.ID,ID,Suspect,incursions_best_0.95,incursions_best_0.975
0,1,Yes,FALSE,FALSE
1,2,Yes,FALSE,FALSE
1,3,Yes,FALSE,FALSE
1,4,Yes,FALSE,FALSE
3,7,Yes,FALSE,FALSE
3,8,Yes,FALSE,FALSE
0,9,Yes,FALSE,FALSE
0,10,Yes,TRUE,TRUE
0,11,Yes,FALSE,FALSE
0,12,Yes,FALSE,FALSE
0,13,Yes,FALSE,FALSE
0,14,Yes,TRUE,TRUE
10,15,Yes,FALSE,FALSE
0,17,Yes,FALSE,FALSE
10,18,Yes,FALSE,FALSE
1,19,Yes,FALSE,FALSE
0,26,Yes,FALSE,FALSE
0,31,Yes,TRUE,TRUE
0,33,Yes,TRUE,TRUE
0,35,Yes,FALSE,FALSE
0,36,Yes,FALSE,FALSE
0,39,Yes,FALSE,FALSE
0,41,Yes,FALSE,FALSE
0,42,Yes,FALSE,FALSE
42,43,Yes,FALSE,FALSE
0,44,Yes,FALSE,FALSE
0,48,Yes,FALSE,FALSE
0,53,Yes,FALSE,FALSE
0,56,Yes,FALSE,FALSE
17,58,Yes,FALSE,FALSE
0,61,Yes,FALSE,FALSE
61,63,Yes,FALSE,FALSE
0,69,Yes,FALSE,FALSE
0,70,Yes,FALSE,FALSE
44,75,Yes,FALSE,FALSE
86,85,Yes,FALSE,FALSE
0,86,Yes,FALSE,FALSE
0,88,Yes,FALSE,FALSE
0,90,Yes,FALSE,FALSE
150,91,Yes,FALSE,FALSE
0,99,Yes,FALSE,FALSE
0,102,Yes,FALSE,FALSE
0,104,Yes,FALSE,FALSE
157,105,Yes,FALSE,FALSE
0,106,Yes,FALSE,FALSE
0,112,Yes,FALSE,FALSE
0,117,Yes,FALSE,FALSE
0,118,Yes,TRUE,FALSE
0,125,Yes,FALSE,FALSE
0,127,Yes,FALSE,FALSE
0,128,Yes,FALSE,FALSE
128,129,Yes,FALSE,FALSE
0,131,Yes,TRUE,FALSE
0,132,Yes,FALSE,FALSE
0,150,Yes,FALSE,FALSE
105,151,Yes,FALSE,FALSE
0,153,Yes,TRUE,TRUE
10,157,Yes,FALSE,FALSE
105,161,Yes,FALSE,FALSE
105,164,Yes,FALSE,FALSE
157,165,Yes,FALSE,FALSE
0,169,Yes,FALSE,FALSE
0,170,Yes,FALSE,FALSE
172,171,Yes,FALSE,FALSE
0,172,Yes,FALSE,FALSE
0,173,Yes,FALSE,FALSE
17,174,Yes,FALSE,FALSE
10,176,Yes,FALSE,FALSE
0,178,Yes,FALSE,FALSE
0,179,Yes,FALSE,FALSE
0,180,Yes,TRUE,TRUE
0,182,Yes,FALSE,FALSE
0,183,Yes,TRUE,TRUE
191,188,Yes,FALSE,FALSE
0,191,Yes,FALSE,FALSE
0,193,Yes,TRUE,TRUE
0,196,Yes,TRUE,TRUE
196,197,Yes,FALSE,FALSE
196,198,Yes,FALSE,FALSE
196,199,Yes,FALSE,FALSE
0,200,Yes,FALSE,TRUE
0,202,Yes,FALSE,FALSE
0,205,Yes,FALSE,FALSE
208,207,Yes,FALSE,FALSE
0,208,Yes,FALSE,FALSE
0,210,Yes,FALSE,FALSE
0,212,Yes,TRUE,FALSE
0,215,Yes,FALSE,FALSE
0,217,Yes,FALSE,FALSE
219,218,Yes,FALSE,FALSE
0,219,Yes,FALSE,FALSE
0,220,Yes,FALSE,FALSE
223,221,Yes,FALSE,FALSE
0,223,Yes,FALSE,FALSE
0,224,Yes,TRUE,FALSE
0,229,Yes,FALSE,FALSE
231,230,Yes,FALSE,FALSE
0,231,Yes,TRUE,TRUE
0,234,Yes,TRUE,TRUE
238,235,Yes,FALSE,FALSE
0,238,Yes,TRUE,FALSE
238,240,Yes,FALSE,FALSE
0,241,Yes,FALSE,FALSE
241,242,Yes,FALSE,FALSE
241,249,Yes,FALSE,FALSE
0,250,Yes,FALSE,FALSE
0,251,Yes,FALSE,FALSE
0,252,Yes,FALSE,FALSE
262,254,Yes,FALSE,FALSE
262,257,Yes,FALSE,FALSE
262,260,Yes,FALSE,FALSE
0,262,Yes,FALSE,FALSE
0,263,Yes,FALSE,FALSE
262,269,Yes,FALSE,FALSE
0,270,Yes,FALSE,FALSE
270,272,Yes,FALSE,FALSE
0,280,Yes,FALSE,FALSE
0,290,Yes,FALSE,FALSE
241,317,Yes,FALSE,FALSE
317,323,Yes,FALSE,FALSE
0,333,Yes,FALSE,FALSE
0,336,Yes,FALSE,FALSE
0,337,Yes,FALSE,FALSE
0,338,Yes,FALSE,FALSE
338,339,Yes,FALSE,FALSE
0,342,Yes,FALSE,FALSE
0,343,Yes,FALSE,FALSE
348,347,Yes,FALSE,FALSE
0,348,Yes,FALSE,FALSE
347,349,Yes,FALSE,FALSE
0,351,Yes,TRUE,TRUE
354,352,Yes,FALSE,FALSE
354,353,Yes,FALSE,FALSE
0,354,Yes,FALSE,FALSE
0,356,Yes,FALSE,FALSE
0,357,Yes,TRUE,TRUE
1298,358,Yes,FALSE,FALSE
361,360,Yes,FALSE,FALSE
0,361,Yes,FALSE,FALSE
366,365,Yes,FALSE,FALSE
0,366,Yes,FALSE,FALSE
0,367,Yes,FALSE,FALSE
0,369,Yes,FALSE,FALSE
0,370,Yes,FALSE,FALSE
372,371,Yes,FALSE,FALSE
0,372,Yes,FALSE,FALSE
0,380,Yes,TRUE,FALSE
380,381,Yes,FALSE,FALSE
380,384,Yes,FALSE,FALSE
380,385,Yes,FALSE,FALSE
380,388,Yes,FALSE,FALSE
0,394,Yes,FALSE,FALSE
0,395,Yes,FALSE,FALSE
401,400,Yes,FALSE,FALSE
0,401,Yes,TRUE,FALSE
455,453,Yes,FALSE,FALSE
0,454,Yes,FALSE,FALSE
0,455,Yes,FALSE,FALSE
457,456,Yes,FALSE,FALSE
0,457,Yes,FALSE,FALSE
0,458,Yes,FALSE,FALSE
474,471,Yes,FALSE,FALSE
0,474,Yes,FALSE,FALSE
238,477,Yes,FALSE,FALSE
0,479,Yes,FALSE,FALSE
0,482,Yes,FALSE,FALSE
0,483,Yes,TRUE,FALSE
483,484,Yes,FALSE,FALSE
0,485,Yes,FALSE,FALSE
485,486,Yes,FALSE,FALSE
0,490,Yes,FALSE,FALSE
0,494,Yes,FALSE,FALSE
496,495,Yes,FALSE,FALSE
0,496,Yes,FALSE,FALSE
0,497,Yes,FALSE,FALSE
1179,498,Yes,FALSE,FALSE
0,501,Yes,FALSE,FALSE
0,502,Yes,FALSE,FALSE
505,504,Yes,FALSE,FALSE
0,505,Yes,FALSE,FALSE
0,506,Yes,FALSE,FALSE
0,507,Yes,FALSE,FALSE
0,508,Yes,FALSE,FALSE
508,509,Yes,FALSE,FALSE
508,510,Yes,FALSE,FALSE
0,511,Yes,FALSE,FALSE
0,512,Yes,FALSE,FALSE
519,514,Yes,FALSE,FALSE
517,515,Yes,FALSE,FALSE
0,516,Yes,FALSE,FALSE
516,517,Yes,FALSE,FALSE
517,518,Yes,FALSE,FALSE
517,519,Yes,FALSE,FALSE
0,524,Yes,FALSE,FALSE
517,526,Yes,FALSE,FALSE
0,530,Yes,FALSE,FALSE
530,532,Yes,FALSE,FALSE
530,533,Yes,FALSE,FALSE
530,535,Yes,FALSE,FALSE
0,554,Yes,FALSE,FALSE
0,618,Yes,FALSE,FALSE
0,619,Yes,FALSE,FALSE
0,620,Yes,FALSE,FALSE
625,624,Yes,FALSE,FALSE
0,625,Yes,FALSE,FALSE
630,626,Yes,FALSE,FALSE
626,627,Yes,FALSE,FALSE
626,628,Yes,FALSE,FALSE
0,630,Yes,FALSE,FALSE
636,633,Yes,FALSE,FALSE
0,636,Yes,FALSE,FALSE
0,637,Yes,FALSE,FALSE
0,638,Yes,FALSE,FALSE
0,643,Yes,FALSE,FALSE
0,644,Yes,FALSE,FALSE
665,664,Yes,FALSE,FALSE
0,665,Yes,FALSE,FALSE
0,666,Yes,FALSE,FALSE
666,667,Yes,FALSE,FALSE
666,668,Yes,FALSE,FALSE
0,669,Yes,FALSE,FALSE
669,670,Yes,FALSE,FALSE
669,671,Yes,FALSE,FALSE
665,673,Yes,FALSE,FALSE
665,676,Yes,FALSE,FALSE
0,681,Yes,FALSE,FALSE
0,683,Yes,FALSE,FALSE
0,685,Yes,FALSE,FALSE
0,690,Yes,FALSE,FALSE
0,691,Yes,FALSE,FALSE
0,692,Yes,FALSE,FALSE
519,695,Yes,FALSE,FALSE
0,697,Yes,FALSE,FALSE
498,698,Yes,FALSE,FALSE
498,699,Yes,FALSE,FALSE
498,714,Yes,FALSE,FALSE
498,715,Yes,FALSE,FALSE
0,716,Yes,FALSE,FALSE
0,718,Yes,FALSE,FALSE
262,719,Yes,FALSE,FALSE
262,720,Yes,FALSE,FALSE
0,722,Yes,FALSE,FALSE
728,726,Yes,FALSE,FALSE
728,727,Yes,FALSE,FALSE
0,728,Yes,FALSE,FALSE
0,729,Yes,FALSE,FALSE
33,730,Yes,FALSE,FALSE
0,732,Yes,FALSE,FALSE
754,753,Yes,FALSE,FALSE
0,754,Yes,FALSE,FALSE
754,755,Yes,FALSE,FALSE
754,756,Yes,FALSE,FALSE
782,758,Yes,FALSE,FALSE
758,780,Yes,FALSE,FALSE
782,781,Yes,FALSE,FALSE
0,782,Yes,FALSE,FALSE
787,786,Yes,FALSE,FALSE
0,787,Yes,FALSE,FALSE
0,796,Yes,FALSE,FALSE
796,798,Yes,FALSE,FALSE
796,799,Yes,FALSE,FALSE
796,800,Yes,FALSE,FALSE
0,801,Yes,FALSE,FALSE
821,819,Yes,FALSE,FALSE
821,820,Yes,FALSE,FALSE
0,825,Yes,FALSE,FALSE
829,827,Yes,FALSE,FALSE
0,829,Yes,FALSE,FALSE
0,831,Yes,FALSE,FALSE
354,832,Yes,FALSE,FALSE
354,833,Yes,FALSE,FALSE
354,834,Yes,FALSE,FALSE
0,837,Yes,FALSE,FALSE
497,840,Yes,FALSE,FALSE
497,843,Yes,FALSE,FALSE
0,845,Yes,FALSE,FALSE
847,846,Yes,FALSE,FALSE
0,847,Yes,FALSE,FALSE
0,849,Yes,FALSE,FALSE
0,851,Yes,FALSE,FALSE
0,853,Yes,FALSE,FALSE
0,858,Yes,FALSE,FALSE
853,859,Yes,FALSE,FALSE
0,881,Yes,TRUE,FALSE
0,882,Yes,FALSE,FALSE
0,883,Yes,FALSE,FALSE
0,885,Yes,FALSE,FALSE
0,887,Yes,FALSE,FALSE
890,889,Yes,FALSE,FALSE
0,890,Yes,FALSE,FALSE
889,893,Yes,FALSE,FALSE
0,896,Yes,FALSE,FALSE
0,897,Yes,FALSE,FALSE
897,898,Yes,FALSE,FALSE
0,899,Yes,FALSE,FALSE
915,914,Yes,FALSE,FALSE
0,915,Yes,FALSE,FALSE
0,918,Yes,FALSE,FALSE
0,919,Yes,FALSE,FALSE
0,921,Yes,FALSE,FALSE
926,922,Yes,FALSE,FALSE
0,923,Yes,TRUE,TRUE
0,924,Yes,FALSE,FALSE
0,926,Yes,FALSE,FALSE
0,927,Yes,FALSE,FALSE
0,928,Yes,TRUE,TRUE
928,929,Yes,FALSE,FALSE
0,930,Yes,FALSE,FALSE
0,931,Yes,FALSE,FALSE
941,940,Yes,FALSE,FALSE
0,941,Yes,FALSE,FALSE
0,948,Yes,FALSE,FALSE
0,949,Yes,FALSE,FALSE
0,950,Yes,FALSE,FALSE
0,951,Yes,FALSE,FALSE
0,952,Yes,FALSE,FALSE
952,953,Yes,FALSE,FALSE
953,954,Yes,FALSE,FALSE
0,957,Yes,FALSE,FALSE
963,962,Yes,FALSE,FALSE
0,963,Yes,FALSE,FALSE
0,967,Yes,FALSE,FALSE
0,968,Yes,FALSE,FALSE
0,969,Yes,FALSE,FALSE
0,976,Yes,FALSE,FALSE
0,979,Yes,FALSE,FALSE
0,982,Yes,FALSE,FALSE
0,983,Yes,FALSE,FALSE
517,998,Yes,FALSE,FALSE
517,999,Yes,FALSE,FALSE
889,1000,Yes,FALSE,FALSE
0,1001,Yes,FALSE,FALSE
1001,1002,Yes,FALSE,FALSE
0,1007,Yes,FALSE,FALSE
1007,1008,Yes,FALSE,FALSE
1007,1009,Yes,FALSE,FALSE
1007,1011,Yes,FALSE,FALSE
1007,1012,Yes,FALSE,FALSE
1011,1013,Yes,FALSE,FALSE
0,1017,Yes,FALSE,FALSE
0,1019,Yes,FALSE,FALSE
0,1021,Yes,FALSE,FALSE
0,1023,Yes,FALSE,FALSE
0,1033,Yes,FALSE,FALSE
1038,1036,Yes,FALSE,FALSE
1038,1037,Yes,FALSE,FALSE
0,1038,Yes,FALSE,FALSE
0,1039,Yes,FALSE,FALSE
0,1040,Yes,FALSE,FALSE
0,1044,Yes,FALSE,FALSE
0,1058,Yes,FALSE,FALSE
0,1063,Yes,FALSE,FALSE
0,1064,Yes,TRUE,FALSE
0,1066,Yes,TRUE,TRUE
1066,1067,Yes,FALSE,FALSE
0,1069,Yes,TRUE,TRUE
0,1071,Yes,FALSE,FALSE
0,1072,Yes,TRUE,TRUE
0,1079,Yes,FALSE,FALSE
0,1081,Yes,FALSE,FALSE
1081,1082,Yes,FALSE,FALSE
1082,1088,Yes,FALSE,FALSE
0,1094,Yes,FALSE,FALSE
1097,1096,Yes,FALSE,FALSE
0,1097,Yes,FALSE,FALSE
0,1098,Yes,FALSE,FALSE
0,1099,Yes,FALSE,FALSE
0,1100,Yes,FALSE,FALSE
0,1101,Yes,FALSE,FALSE
1105,1104,Yes,FALSE,FALSE
0,1105,Yes,TRUE,FALSE
0,1120,Yes,FALSE,FALSE
0,1121,Yes,FALSE,FALSE
1121,1122,Yes,FALSE,FALSE
1125,1124,Yes,FALSE,FALSE
0,1125,Yes,FALSE,FALSE
1131,1130,Yes,FALSE,FALSE
0,1133,Yes,FALSE,FALSE
0,1135,Yes,FALSE,FALSE
0,1137,Yes,FALSE,FALSE
1153,1138,Yes,FALSE,FALSE
1154,1153,Yes,FALSE,FALSE
0,1154,Yes,FALSE,FALSE
0,1155,Yes,FALSE,FALSE
0,1158,Yes,FALSE,FALSE
457,1159,Yes,FALSE,FALSE
218,1160,Yes,FALSE,FALSE
0,1161,Yes,FALSE,FALSE
0,1162,Yes,FALSE,FALSE
0,1170,Yes,FALSE,FALSE
0,1171,Yes,TRUE,TRUE
0,1172,Yes,FALSE,FALSE
0,1177,Yes,FALSE,FALSE
0,1178,Yes,FALSE,FALSE
0,1179,Yes,FALSE,FALSE
0,1180,Yes,FALSE,FALSE
1178,1181,Yes,FALSE,FALSE
1181,1182,Yes,FALSE,FALSE
0,1184,Yes,FALSE,FALSE
0,1185,Yes,FALSE,FALSE
0,1186,Yes,FALSE,FALSE
1186,1187,Yes,FALSE,FALSE
1187,1189,Yes,FALSE,FALSE
1194,1192,Yes,FALSE,FALSE
1194,1193,Yes,FALSE,FALSE
0,1194,Yes,FALSE,FALSE
502,1197,Yes,FALSE,FALSE
502,1198,Yes,FALSE,FALSE
502,1200,Yes,FALSE,FALSE
1209,1207,Yes,FALSE,FALSE
0,1209,Yes,FALSE,FALSE
1216,1213,Yes,FALSE,FALSE
1216,1214,Yes,FALSE,FALSE
1216,1215,Yes,FALSE,FALSE
0,1216,Yes,FALSE,FALSE
1219,1217,Yes,FALSE,FALSE
0,1219,Yes,FALSE,FALSE
238,1220,Yes,FALSE,FALSE
0,1228,Yes,FALSE,FALSE
0,1230,Yes,FALSE,FALSE
0,1235,Yes,FALSE,FALSE
0,1236,Yes,FALSE,FALSE
0,1242,Yes,FALSE,FALSE
1246,1245,Yes,FALSE,FALSE
0,1246,Yes,FALSE,FALSE
0,1250,Yes,FALSE,FALSE
1252,1251,Yes,FALSE,FALSE
0,1252,Yes,FALSE,FALSE
1254,1253,Yes,FALSE,FALSE
0,1254,Yes,FALSE,FALSE
0,1259,Yes,FALSE,FALSE
0,1260,Yes,FALSE,FALSE
0,1261,Yes,FALSE,FALSE
0,1262,Yes,FALSE,FALSE
0,1266,Yes,FALSE,FALSE
1266,1267,Yes,FALSE,FALSE
0,1270,Yes,FALSE,FALSE
0,1274,Yes,FALSE,FALSE
0,1287,Yes,FALSE,FALSE
1287,1290,Yes,FALSE,FALSE
0,1294,Yes,FALSE,FALSE
0,1295,Yes,FALSE,FALSE
358,1296,Yes,FALSE,FALSE
0,1298,Yes,FALSE,FALSE
0,1299,Yes,FALSE,FALSE
0,1300,Yes,TRUE,TRUE
0,1319,Yes,FALSE,FALSE
0,1326,Yes,FALSE,FALSE
0,1333,Yes,FALSE,FALSE
0,1338,Yes,FALSE,FALSE
1338,1339,Yes,FALSE,FALSE
0,1341,Yes,TRUE,FALSE
0,1342,Yes,FALSE,FALSE
0,1349,Yes,FALSE,FALSE
0,1350,Yes,FALSE,FALSE
0,1351,Yes,TRUE,TRUE
0,1353,Yes,FALSE,FALSE
1353,1354,Yes,FALSE,FALSE
0,1355,Yes,FALSE,FALSE
0,1356,Yes,FALSE,FALSE
1356,1357,Yes,FALSE,FALSE
0,1359,Yes,FALSE,FALSE
0,1361,Yes,FALSE,FALSE
1364,1362,Yes,FALSE,FALSE
0,1364,Yes,FALSE,FALSE
0,1367,Yes,FALSE,FALSE
1367,1368,Yes,FALSE,FALSE
0,1371,Yes,FALSE,FALSE
1367,1372,Yes,FALSE,FALSE
0,1374,Yes,FALSE,FALSE
0,1379,Yes,FALSE,FALSE
0,1380,Yes,FALSE,FALSE
1383,1381,Yes,FALSE,FALSE
1383,1382,Yes,FALSE,FALSE
0,1383,Yes,FALSE,FALSE
0,1388,Yes,FALSE,FALSE
0,1389,Yes,FALSE,FALSE
0,1392,Yes,FALSE,FALSE
1392,1393,Yes,FALSE,FALSE
0,1394,Yes,FALSE,FALSE
0,1398,Yes,FALSE,FALSE
0,1400,Yes,FALSE,FALSE
0,1403,Yes,FALSE,FALSE
0,1404,Yes,TRUE,FALSE
0,1422,Yes,FALSE,FALSE
0,1426,Yes,FALSE,FALSE
0,1429,Yes,FALSE,FALSE
1429,1430,Yes,FALSE,FALSE
0,1431,Yes,FALSE,FALSE
0,1433,Yes,FALSE,FALSE
0,1435,Yes,FALSE,FALSE
0,1440,Yes,FALSE,FALSE
0,1441,Yes,FALSE,FALSE
0,1443,Yes,FALSE,FALSE
0,1444,Yes,FALSE,FALSE
514,1447,Yes,FALSE,FALSE
0,1456,Yes,FALSE,FALSE
0,1457,Yes,FALSE,FALSE
1457,1458,Yes,FALSE,FALSE
1458,1459,Yes,FALSE,FALSE
0,1460,Yes,FALSE,FALSE
1460,1461,Yes,FALSE,FALSE
1460,1462,Yes,FALSE,FALSE
0,1463,Yes,FALSE,FALSE
0,1466,Yes,FALSE,FALSE
0,1469,Yes,FALSE,FALSE
0,1472,Yes,FALSE,FALSE
962,1473,Yes,FALSE,FALSE
962,1474,Yes,FALSE,FALSE
1000,1475,Yes,FALSE,FALSE
0,1479,Yes,FALSE,FALSE
0,1480,Yes,FALSE,FALSE
0,1484,Yes,FALSE,FALSE
1484,1485,Yes,FALSE,FALSE
1485,1486,Yes,FALSE,FALSE
0,1488,Yes,FALSE,FALSE
1488,1489,Yes,FALSE,FALSE
0,1490,Yes,FALSE,FALSE
0,1493,Yes,FALSE,FALSE
1493,1494,Yes,FALSE,FALSE
1493,1495,Yes,FALSE,FALSE
0,1497,Yes,FALSE,FALSE
1497,1498,Yes,FALSE,FALSE
0,1499,Yes,FALSE,FALSE
1499,1500,Yes,FALSE,FALSE
0,1501,Yes,FALSE,FALSE
1501,1502,Yes,FALSE,FALSE
0,1504,Yes,FALSE,FALSE
0,1505,Yes,FALSE,FALSE
1505,1506,Yes,FALSE,FALSE
889,1507,Yes,FALSE,FALSE
0,1508,Yes,FALSE,FALSE
1923,1548,Yes,FALSE,FALSE
0,1549,Yes,FALSE,FALSE
0,1550,Yes,FALSE,FALSE
0,1551,Yes,FALSE,FALSE
1551,1552,Yes,FALSE,FALSE
0,1556,Yes,TRUE,FALSE
0,1557,Yes,FALSE,FALSE
0,1558,Yes,FALSE,FALSE
0,1559,Yes,FALSE,FALSE
1559,1560,Yes,FALSE,FALSE
0,1562,Yes,FALSE,FALSE
0,1563,Yes,TRUE,FALSE
1566,1564,Yes,FALSE,FALSE
0,1566,Yes,FALSE,FALSE
1573,1571,Yes,FALSE,FALSE
0,1573,Yes,FALSE,FALSE
1040,1574,Yes,FALSE,FALSE
0,1575,Yes,FALSE,FALSE
0,1576,Yes,FALSE,FALSE
1580,1579,Yes,FALSE,FALSE
0,1580,Yes,FALSE,FALSE
1580,1581,Yes,FALSE,FALSE
1579,1582,Yes,FALSE,FALSE
0,1583,Yes,FALSE,FALSE
0,1584,Yes,FALSE,FALSE
1592,1591,Yes,FALSE,FALSE
0,1592,Yes,FALSE,FALSE
0,1593,Yes,FALSE,FALSE
0,1595,Yes,FALSE,FALSE
1599,1597,Yes,FALSE,FALSE
1597,1598,Yes,FALSE,FALSE
0,1599,Yes,FALSE,FALSE
0,1606,Yes,FALSE,FALSE
1606,1609,Yes,FALSE,FALSE
0,1610,Yes,FALSE,FALSE
0,1611,Yes,TRUE,FALSE
0,1612,Yes,FALSE,FALSE
0,1616,Yes,FALSE,FALSE
0,1620,Yes,FALSE,FALSE
0,1623,Yes,FALSE,FALSE
1623,1624,Yes,FALSE,FALSE
0,1627,Yes,FALSE,FALSE
1627,1628,Yes,FALSE,FALSE
1039,1635,Yes,FALSE,FALSE
0,1638,Yes,FALSE,FALSE
0,1640,Yes,FALSE,FALSE
0,1641,Yes,FALSE,FALSE
0,1642,Yes,FALSE,FALSE
0,1646,Yes,FALSE,FALSE
0,1676,Yes,FALSE,FALSE
0,1677,Yes,FALSE,FALSE
0,1678,Yes,FALSE,FALSE
0,1679,Yes,FALSE,FALSE
0,1704,Yes,FALSE,FALSE
1704,1705,Yes,FALSE,FALSE
0,1706,Yes,FALSE,FALSE
1706,1707,Yes,FALSE,FALSE
1606,1709,Yes,FALSE,FALSE
1606,1710,Yes,FALSE,FALSE
0,1716,Yes,FALSE,FALSE
0,1722,Yes,FALSE,FALSE
0,1724,Yes,FALSE,FALSE
0,1725,Yes,FALSE,FALSE
0,1727,Yes,FALSE,FALSE
0,1728,Yes,FALSE,FALSE
0,1729,Yes,FALSE,FALSE
1754,1730,Yes,FALSE,FALSE
0,1754,Yes,FALSE,FALSE
0,1759,Yes,FALSE,FALSE
0,1796,Yes,FALSE,FALSE
1796,1797,Yes,FALSE,FALSE
0,1798,Yes,FALSE,FALSE
0,1799,Yes,FALSE,FALSE
1799,1800,Yes,FALSE,FALSE
1799,1801,Yes,FALSE,FALSE
1895,1807,Yes,FALSE,FALSE
1809,1808,Yes,FALSE,FALSE
0,1809,Yes,FALSE,FALSE
0,1810,Yes,FALSE,FALSE
1809,1811,Yes,FALSE,FALSE
0,1812,Yes,FALSE,FALSE
1812,1813,Yes,FALSE,FALSE
1809,1819,Yes,FALSE,FALSE
0,1822,Yes,FALSE,FALSE
0,1837,Yes,FALSE,FALSE
0,1844,Yes,FALSE,FALSE
0,1845,Yes,FALSE,FALSE
0,1847,Yes,FALSE,FALSE
0,1851,Yes,FALSE,FALSE
0,1852,Yes,FALSE,FALSE
0,1856,Yes,FALSE,FALSE
1867,1859,Yes,FALSE,FALSE
0,1865,Yes,FALSE,FALSE
1876,1867,Yes,FALSE,FALSE
1859,1868,Yes,FALSE,FALSE
1876,1871,Yes,FALSE,FALSE
1876,1872,Yes,FALSE,FALSE
1876,1873,Yes,FALSE,FALSE
0,1876,Yes,FALSE,FALSE
0,1886,Yes,FALSE,FALSE
1886,1887,Yes,FALSE,FALSE
0,1888,Yes,FALSE,FALSE
0,1892,Yes,TRUE,TRUE
0,1894,Yes,FALSE,FALSE
0,1895,Yes,FALSE,FALSE
1897,1896,Yes,FALSE,FALSE
0,1897,Yes,FALSE,FALSE
0,1905,Yes,FALSE,FALSE
0,1906,Yes,FALSE,FALSE
1906,1907,Yes,FALSE,FALSE
1907,1908,Yes,FALSE,FALSE
0,1909,Yes,FALSE,FALSE
1909,1912,Yes,FALSE,FALSE
0,1913,Yes,FALSE,FALSE
0,1914,Yes,FALSE,FALSE
0,1915,Yes,FALSE,FALSE
0,1919,Yes,FALSE,FALSE
0,1921,Yes,FALSE,FALSE
0,1922,Yes,FALSE,FALSE
1924,1923,Yes,FALSE,FALSE
0,1924,Yes,FALSE,FALSE
0,1925,Yes,FALSE,FALSE
0,1930,Yes,TRUE,TRUE
0,1932,Yes,FALSE,FALSE
1932,1933,Yes,FALSE,FALSE
0,1934,Yes,FALSE,FALSE
0,1935,Yes,FALSE,FALSE
1937,1936,Yes,FALSE,FALSE
0,1937,Yes,FALSE,FALSE
0,1938,Yes,FALSE,FALSE
0,1939,Yes,FALSE,FALSE
0,1940,Yes,FALSE,FALSE
0,1941,Yes,FALSE,FALSE
0,1942,Yes,FALSE,FALSE
0,1943,Yes,FALSE,FALSE
0,1944,Yes,FALSE,FALSE
0,1945,Yes,FALSE,FALSE
0,1946,Yes,FALSE,FALSE
0,1947,Yes,FALSE,FALSE
0,1948,Yes,FALSE,FALSE
0,1953,Yes,FALSE,FALSE
